Datetime;Family solar opt. (economic) [W];Family solar opt. (intensive) [W];3 daily peaks (economic) [W];Mainly evening (economic) [W];Standard load profile residential (S21) [-]
07/04/2022 02:15;19.4;416.3;200;200;0.0628
07/04/2022 02:30;19;379.1;160;280;0.0639
07/04/2022 02:45;57.8;653.8;200;80;0.0644
07/04/2022 03:00;27.8;732.5;200;40;0.0656
07/04/2022 03:15;19.8;724.8;120;200;0.0661
07/04/2022 03:30;19.6;784;200;200;0.0692
07/04/2022 03:45;67.1;695.7;240;40;0.0716
07/04/2022 04:00;18.7;763;120;40;0.0788
07/04/2022 04:15;20;691;240;200;0.0842
07/04/2022 04:30;19.6;667.5;280;160;0.0916
07/04/2022 04:45;95;657.3;240;40;0.0983
07/04/2022 05:00;108.9;690.7;160;120;0.1046
07/04/2022 05:15;110.4;451.4;80;200;0.1095
07/04/2022 05:30;110.1;721.2;120;120;0.1167
07/04/2022 05:45;117.7;637;200;40;0.1186
07/04/2022 06:00;172.6;1 371.20;280;160;0.124
07/04/2022 06:15;104.7;622.4;280;200;0.1256
07/04/2022 06:30;79.3;145.1;280;80;0.1259
07/04/2022 06:45;75.2;174;320;40;0.1236
07/04/2022 07:00;132.1;1 801.70;680;200;0.1238
07/04/2022 07:15;90.1;1 241.90;80;200;0.1237
07/04/2022 07:30;77.6;815.6;80;40;0.1227
07/04/2022 07:45;79.3;754.8;240;80;0.1203
07/04/2022 08:00;83.9;150.9;280;200;0.1199
07/04/2022 08:15;110.4;200.4;280;240;0.1191
07/04/2022 08:30;18.5;1 725.50;280;360;0.1193
07/04/2022 08:45;60.5;1 931.50;280;320;0.1183
07/04/2022 09:00;109.2;1 119.70;240;320;0.1208
07/04/2022 09:15;1 429.80;1 084.00;40;120;0.1254
07/04/2022 09:30;986.3;658.4;120;40;0.1298
07/04/2022 09:45;1 525.70;592.4;240;240;0.1284
07/04/2022 10:00;1 173.70;1 180.50;240;160;0.1254
07/04/2022 10:15;270.6;1 794.50;280;40;0.1216
07/04/2022 10:30;268.1;3 225.10;240;80;0.1181
07/04/2022 10:45;247.2;2 519.20;200;360;0.1147
07/04/2022 11:00;620.5;893.3;160;120;0.1126
07/04/2022 11:15;1 620.70;3 366.40;80;240;0.1124
07/04/2022 11:30;1 047.20;3 184.50;120;200;0.1119
07/04/2022 11:45;38.1;1 208.20;200;240;0.1106
07/04/2022 12:00;1 596.40;1 661.10;280;80;0.1084
07/04/2022 12:15;2 923.60;3 515.50;240;40;0.1067
07/04/2022 12:30;3 296.90;2 734.10;200;200;0.1067
07/04/2022 12:45;2 433.50;817.7;120;200;0.1091
07/04/2022 13:00;547.1;623.7;200;80;0.1104
07/04/2022 13:15;240.4;708.7;200;40;0.1093
07/04/2022 13:30;80.4;525.1;120;240;0.1101
07/04/2022 13:45;81.3;398.1;240;240;0.1121
07/04/2022 14:00;104.8;1 618.80;360;120;0.1139
07/04/2022 14:15;150.9;1 523.70;280;40;0.115
07/04/2022 14:30;1 185.30;1 493.10;320;120;0.1193
07/04/2022 14:45;1 533.20;1 201.60;280;320;0.1238
07/04/2022 15:00;1 312.90;946.6;240;280;0.1289
07/04/2022 15:15;1 255.80;1 034.30;200;320;0.1324
07/04/2022 15:30;1 168.80;994;120;480;0.1347
07/04/2022 15:45;1 339.60;526.6;200;320;0.1393
07/04/2022 16:00;1 155.30;149.6;240;200;0.1449
07/04/2022 16:15;317.4;375;160;120;0.1477
07/04/2022 16:30;326.1;508.4;160;280;0.1468
07/04/2022 16:45;115.6;548.3;240;320;0.1434
07/04/2022 17:00;168.4;744.4;280;160;0.1423
07/04/2022 17:15;211.8;647.6;200;160;0.1399
07/04/2022 17:30;255;617.7;120;320;0.1379
07/04/2022 17:45;216.4;563.2;40;320;0.1378
07/04/2022 18:00;216.4;536.6;160;160;0.1368
07/04/2022 18:15;207.6;516.4;280;400;0.1546
07/04/2022 18:30;309.5;819.2;280;720;0.1543
07/04/2022 18:45;251.8;1 569.50;240;280;0.1513
07/04/2022 19:00;173.5;1 606.70;280;160;0.1486
07/04/2022 19:15;295;1 527.90;200;280;0.1444
07/04/2022 19:30;351;1 606.90;80;360;0.1417
07/04/2022 19:45;1 228.30;1 093.60;120;200;0.1412
07/04/2022 20:00;2 042.20;1 300.50;360;160;0.1339
07/04/2022 20:15;1 896.70;1 199.20;400;320;0.1293
07/04/2022 20:30;1 828.20;700.1;400;320;0.1252
07/04/2022 20:45;603.9;456.5;200;160;0.1207
07/04/2022 21:00;49.5;590.2;160;200;0.1105
07/04/2022 21:15;50.2;736.9;240;360;0.1045
07/04/2022 21:30;95.1;715.2;200;280;0.0999
07/04/2022 21:45;97.8;703.2;120;160;0.0942
07/04/2022 22:00;245.8;762.7;200;200;0.0942
07/04/2022 22:15;240.8;691;240;320;0.0877
07/04/2022 22:30;279.3;337.1;120;200;0.0864
07/04/2022 22:45;256.3;74.9;240;160;0.0825
07/04/2022 23:00;235.2;164.4;280;360;0.0787
07/04/2022 23:15;142.6;69.3;240;400;0.0777
07/04/2022 23:30;97.6;145.3;280;280;0.0767
07/04/2022 23:45;49.1;86;80;160;0.0763
08/04/2022 00:00;129;126.7;0;240;0.0743
08/04/2022 00:15;139;102.8;160;360;0.0731
08/04/2022 00:30;196.8;94.8;280;200;0.0721
08/04/2022 00:45;143.9;119.6;280;120;0.0708
08/04/2022 01:00;141.8;84.9;80;240;0.0692
08/04/2022 01:15;138.7;163.6;40;320;0.0677
08/04/2022 01:30;105.3;66;160;160;0.0653
08/04/2022 01:45;29.3;135.1;280;200;0.0639
08/04/2022 02:00;20.2;89.6;240;320;0.0637
08/04/2022 02:15;19.3;122.8;280;240;0.0632
08/04/2022 02:30;66.3;87.7;200;40;0.0633
08/04/2022 02:45;21.9;130.5;160;80;0.0636
08/04/2022 03:00;19.4;91.7;200;240;0.0637
08/04/2022 03:15;19.1;102.4;160;120;0.0631
08/04/2022 03:30;57.7;138.1;120;80;0.0646
08/04/2022 03:45;63.2;62.6;200;120;0.0653
08/04/2022 04:00;77.5;148.5;200;200;0.0684
08/04/2022 04:15;82.6;69.5;160;80;0.07
08/04/2022 04:30;65.9;189.3;240;40;0.072
08/04/2022 04:45;410.4;347.3;240;200;0.0743
08/04/2022 05:00;49.3;375;280;200;0.0787
08/04/2022 05:15;49.3;343;200;40;0.0825
08/04/2022 05:30;49.6;359.2;0;80;0.092
08/04/2022 05:45;105.1;390.7;40;240;0.0998
08/04/2022 06:00;48.9;316.6;360;120;0.1138
08/04/2022 06:15;41.4;352.1;280;40;0.1228
08/04/2022 06:30;36.4;72.8;800;320;0.1297
08/04/2022 06:45;52.2;135.1;240;80;0.1324
08/04/2022 07:00;20.8;108.4;280;240;0.1368
08/04/2022 07:15;71.5;80.7;200;200;0.1409
08/04/2022 07:30;300.1;140.9;160;240;0.1426
08/04/2022 07:45;233.2;68;40;120;0.1423
08/04/2022 08:00;1 104.40;2 010.50;120;40;0.1439
08/04/2022 08:15;250.4;795.2;240;160;0.1449
08/04/2022 08:30;166.5;1 306.20;280;280;0.1458
08/04/2022 08:45;106.1;583.5;240;200;0.1452
08/04/2022 09:00;105.8;515.8;280;200;0.148
08/04/2022 09:15;87.9;598.7;240;320;0.1532
08/04/2022 09:30;99;1 216.30;200;320;0.1576
08/04/2022 09:45;18.8;2 515.40;160;480;0.1578
08/04/2022 10:00;19.6;503.2;80;480;0.1565
08/04/2022 10:15;19.9;659.5;160;200;0.1545
08/04/2022 10:30;72.8;553.4;200;200;0.1518
08/04/2022 10:45;28.4;189.4;280;40;0.1489
08/04/2022 11:00;20.7;280.5;240;80;0.1463
08/04/2022 11:15;19.7;484.6;200;240;0.1454
08/04/2022 11:30;47.5;3 359.10;200;120;0.143
08/04/2022 11:45;256.2;3 222.80;360;40;0.1417
08/04/2022 12:00;213.4;658.4;360;160;0.1384
08/04/2022 12:15;236.3;528.7;360;240;0.1352
08/04/2022 12:30;344;781.7;320;40;0.1335
08/04/2022 12:45;3 060.80;674.9;320;40;0.1356
08/04/2022 13:00;5 225.40;592.8;240;240;0.1358
08/04/2022 13:15;3 659.10;647.7;240;160;0.1334
08/04/2022 13:30;527.7;254.3;240;40;0.1329
08/04/2022 13:45;309.8;237.6;280;120;0.1328
08/04/2022 14:00;183.7;271.2;240;200;0.1325
08/04/2022 14:15;214.4;117.1;280;80;0.1308
08/04/2022 14:30;110.6;835;400;80;0.1328
08/04/2022 14:45;1 330.10;1 927.40;240;200;0.1342
08/04/2022 15:00;1 873.60;782.1;40;200;0.138
08/04/2022 15:15;1 868.20;319.1;320;160;0.1409
08/04/2022 15:30;1 546.30;424.3;400;200;0.1428
08/04/2022 15:45;1 316.80;553.6;360;320;0.148
08/04/2022 16:00;1 215.30;491.9;320;240;0.1532
08/04/2022 16:15;1 221.70;511.9;360;160;0.1548
08/04/2022 16:30;3 160.30;496.6;280;280;0.1526
08/04/2022 16:45;1 411.90;498.4;280;320;0.15
08/04/2022 17:00;1 422.20;533.5;400;360;0.1479
08/04/2022 17:15;291.7;435.5;400;320;0.1441
08/04/2022 17:30;552.5;243.8;360;320;0.1418
08/04/2022 17:45;219.9;191.6;400;320;0.1416
08/04/2022 18:00;257.8;301.7;360;360;0.1408
08/04/2022 18:15;1 090.80;691;120;360;0.1564
08/04/2022 18:30;272.1;688.7;280;200;0.1584
08/04/2022 18:45;204.6;821.7;400;240;0.1541
08/04/2022 19:00;154.2;634.8;400;360;0.1497
08/04/2022 19:15;124.5;714.7;360;360;0.1449
08/04/2022 19:30;1 145.60;633.3;400;440;0.1419
08/04/2022 19:45;1 321.90;1 209.90;360;280;0.1406
08/04/2022 20:00;2 422.20;2 240.80;320;320;0.1309
08/04/2022 20:15;1 931.30;2 297.10;280;320;0.1245
08/04/2022 20:30;1 917.80;2 178.80;280;360;0.1205
08/04/2022 20:45;1 001.10;702.5;280;360;0.1166
08/04/2022 21:00;49.8;724.7;240;360;0.1072
08/04/2022 21:15;48.7;720.1;240;360;0.1019
08/04/2022 21:30;97.7;590.9;280;360;0.1
08/04/2022 21:45;49.4;980.4;240;360;0.095
08/04/2022 22:00;50.1;960.2;240;320;0.0948
08/04/2022 22:15;39.7;1 005.90;280;320;0.0883
08/04/2022 22:30;82.8;1 054.40;240;360;0.087
08/04/2022 22:45;19.6;962.4;240;320;0.0835
08/04/2022 23:00;20.2;747.2;120;200;0.0797
08/04/2022 23:15;19.2;670.2;40;160;0.0788
08/04/2022 23:30;72.7;361.4;80;360;0.0779
08/04/2022 23:45;29.5;120.9;280;320;0.0775
09/04/2022 00:00;21.9;89.4;240;160;0.0757
09/04/2022 00:15;19.7;145;280;200;0.0745
09/04/2022 00:30;20.1;68.1;240;320;0.0734
09/04/2022 00:45;78.4;134.4;280;320;0.0716
09/04/2022 01:00;19.3;117.9;240;160;0.0698
09/04/2022 01:15;20;62.2;120;200;0.0685
09/04/2022 01:30;19.4;158.9;40;320;0.066
09/04/2022 01:45;76.6;70.5;160;280;0.0646
09/04/2022 02:00;19.7;118.8;240;160;0.0641
09/04/2022 02:15;19.8;100.8;280;240;0.0635
09/04/2022 02:30;19.8;97;280;240;0.0634
09/04/2022 02:45;75.2;116.1;160;200;0.0632
09/04/2022 03:00;19.4;73.9;120;40;0.0628
09/04/2022 03:15;19.4;164.8;240;80;0.0622
09/04/2022 03:30;19.2;76.3;280;200;0.0632
09/04/2022 03:45;75.4;132;240;160;0.0636
09/04/2022 04:00;20;104.5;280;40;0.066
09/04/2022 04:15;20.2;97;160;120;0.0671
09/04/2022 04:30;19.2;146.6;40;200;0.0682
09/04/2022 04:45;65.1;62.9;80;120;0.0693
09/04/2022 05:00;58.5;303.2;240;40;0.0715
09/04/2022 05:15;63.9;653.2;240;160;0.0743
09/04/2022 05:30;634;812.3;280;200;0.0829
09/04/2022 05:45;193.6;855.4;240;40;0.0905
09/04/2022 06:00;308.1;755.6;160;80;0.1043
09/04/2022 06:15;292.3;487.1;240;200;0.1145
09/04/2022 06:30;308.2;158.4;320;160;0.1229
09/04/2022 06:45;177.2;303;280;40;0.1275
09/04/2022 07:00;47.8;490.1;280;120;0.1339
09/04/2022 07:15;72.1;458.3;240;240;0.1392
09/04/2022 07:30;737.8;494.7;280;400;0.1427
09/04/2022 07:45;1 129.70;418.5;160;240;0.1447
09/04/2022 08:00;1 316.90;502.1;160;320;0.1481
09/04/2022 08:15;515.1;103.8;240;120;0.1512
09/04/2022 08:30;162.6;77.2;160;40;0.1542
09/04/2022 08:45;134.4;143;160;160;0.1554
09/04/2022 09:00;2 636.30;68.7;240;200;0.1604
09/04/2022 09:15;4 002.20;143.3;240;80;0.1668
09/04/2022 09:30;3 139.80;68;280;80;0.1726
09/04/2022 09:45;1 589.90;163.6;240;160;0.1732
09/04/2022 10:00;1 419.10;407.2;280;200;0.1713
09/04/2022 10:15;1 430.20;491.3;240;40;0.1694
09/04/2022 10:30;2 321.40;462.9;240;80;0.1657
09/04/2022 10:45;1 487.30;1 731.70;240;200;0.1604
09/04/2022 11:00;2 364.60;2 327.20;120;160;0.1564
09/04/2022 11:15;2 430.70;748.8;120;40;0.1537
09/04/2022 11:30;3 296.80;824;240;120;0.1503
09/04/2022 11:45;318.8;541.9;400;240;0.1471
09/04/2022 12:00;105.1;229.5;360;80;0.1434
09/04/2022 12:15;146.9;74.7;360;40;0.1403
09/04/2022 12:30;295.7;150.2;240;200;0.1382
09/04/2022 12:45;361.7;101.7;240;400;0.1388
09/04/2022 13:00;1 783.20;211;320;80;0.1383
09/04/2022 13:15;1 050.30;2 936.90;360;280;0.1352
09/04/2022 13:30;97.2;2 986.70;240;240;0.1335
09/04/2022 13:45;78.3;1 809.00;280;200;0.1325
09/04/2022 14:00;79.2;534.1;320;40;0.1315
09/04/2022 14:15;147.3;546.5;400;80;0.1293
09/04/2022 14:30;141.8;487.5;280;240;0.1309
09/04/2022 14:45;141.9;581.2;240;160;0.1324
09/04/2022 15:00;165.6;478.1;440;40;0.1357
09/04/2022 15:15;219.2;764.8;520;120;0.1388
09/04/2022 15:30;124.4;1 416.20;280;240;0.141
09/04/2022 15:45;102.5;1 711.20;280;120;0.146
09/04/2022 16:00;116.1;1 477.80;280;40;0.1512
09/04/2022 16:15;171.1;1 319.50;240;160;0.1531
09/04/2022 16:30;212.6;1 308.90;280;200;0.1521
09/04/2022 16:45;222.3;1 317.40;240;80;0.1506
09/04/2022 17:00;276.1;1 320.10;280;80;0.1511
09/04/2022 17:15;325.1;995.6;200;200;0.1491
09/04/2022 17:30;272.7;564.2;120;200;0.148
09/04/2022 17:45;264.8;678.2;280;40;0.1489
09/04/2022 18:00;268.8;640.1;280;80;0.1497
09/04/2022 18:15;323.2;749.9;360;200;0.1641
09/04/2022 18:30;300.4;777.6;400;240;0.1679
09/04/2022 18:45;653;1 125.80;280;560;0.1636
09/04/2022 19:00;209.9;1 176.50;240;360;0.1597
09/04/2022 19:15;78.2;938.7;280;360;0.155
09/04/2022 19:30;121.7;159.7;240;160;0.1511
09/04/2022 19:45;168.9;741.7;240;200;0.1488
09/04/2022 20:00;274;989.7;400;320;0.1376
09/04/2022 20:15;279.4;1 033.60;400;320;0.1295
09/04/2022 20:30;1 755.70;1 112.20;400;160;0.1235
09/04/2022 20:45;2 247.20;516.4;360;240;0.1171
09/04/2022 21:00;1 837.70;483.4;360;400;0.1048
09/04/2022 21:15;2 099.80;410.6;240;240;0.0972
09/04/2022 21:30;217.9;679.7;200;200;0.0932
09/04/2022 21:45;48.9;657.1;160;280;0.0863
09/04/2022 22:00;79.2;618.1;160;360;0.0902
09/04/2022 22:15;82;703.9;280;280;0.0841
09/04/2022 22:30;49.8;635.9;240;240;0.0822
09/04/2022 22:45;26;624.6;120;320;0.0789
09/04/2022 23:00;51.6;689.6;120;320;0.0754
09/04/2022 23:15;37.4;621.5;280;280;0.0752
09/04/2022 23:30;20.5;672.2;240;160;0.0748
09/04/2022 23:45;19.2;100.2;120;240;0.0743
10/04/2022 00:00;67.7;89.4;200;320;0.0724
10/04/2022 00:15;19.4;130.4;240;200;0.0719
10/04/2022 00:30;20;66.9;240;160;0.0709
10/04/2022 00:45;20.7;151.4;280;280;0.0696
10/04/2022 01:00;74.3;103.6;240;320;0.068
10/04/2022 01:15;28.6;90;280;200;0.0664
10/04/2022 01:30;19.4;151;160;160;0.0646
10/04/2022 01:45;18.8;68.9;200;200;0.063
10/04/2022 02:00;63;140.3;160;240;0.0629
10/04/2022 02:15;90.2;103.9;280;40;0.0624
10/04/2022 02:30;72.4;71.4;240;80;0.0623
10/04/2022 02:45;113;152.9;120;200;0.0627
10/04/2022 03:00;119.7;69.1;120;200;0.063
10/04/2022 03:15;156.5;130.7;280;40;0.0626
10/04/2022 03:30;105.7;138.6;160;80;0.064
10/04/2022 03:45;110.2;64.3;160;240;0.0648
10/04/2022 04:00;110.5;148.9;200;120;0.0688
10/04/2022 04:15;177.9;97.1;280;40;0.0709
10/04/2022 04:30;129;95.9;240;280;0.0729
10/04/2022 04:45;107.6;392.1;280;160;0.0745
10/04/2022 05:00;100.7;721.7;240;160;0.0777
10/04/2022 05:15;577.8;823.8;200;240;0.0817
10/04/2022 05:30;143.9;726.3;120;240;0.0893
10/04/2022 05:45;187.7;757.5;80;200;0.0955
10/04/2022 06:00;186.2;712.2;400;40;0.106
10/04/2022 06:15;199.3;543.5;720;80;0.1133
10/04/2022 06:30;1 032.90;493.5;280;240;0.1191
10/04/2022 06:45;170.1;374;360;200;0.1227
10/04/2022 07:00;118.6;445.1;360;40;0.1296
10/04/2022 07:15;1 529.30;499.5;360;80;0.1338
10/04/2022 07:30;1 272.30;405;280;200;0.1366
10/04/2022 07:45;791.2;516.7;280;160;0.1383
10/04/2022 08:00;54.5;419.8;320;40;0.1403
10/04/2022 08:15;91.7;452.9;280;160;0.1434
10/04/2022 08:30;760.2;517.6;280;200;0.1453
10/04/2022 08:45;1 436.20;129.2;240;120;0.1462
10/04/2022 09:00;1 620.30;161.8;200;160;0.1497
10/04/2022 09:15;1 123.10;2 960.90;160;280;0.1557
10/04/2022 09:30;251.1;554.3;280;640;0.1614
10/04/2022 09:45;141.3;1 776.90;280;200;0.162
10/04/2022 10:00;135.7;689.7;240;160;0.1586
10/04/2022 10:15;259.7;599.1;520;320;0.1548
10/04/2022 10:30;1 574.10;663.5;440;280;0.1509
10/04/2022 10:45;881.6;580.4;320;120;0.1459
10/04/2022 11:00;370.3;1 602.20;280;240;0.1421
10/04/2022 11:15;307.1;1 678.00;240;320;0.1407
10/04/2022 11:30;404.3;2 376.10;280;280;0.1382
10/04/2022 11:45;2 031.00;1 865.50;240;160;0.136
10/04/2022 12:00;3 181.70;1 724.20;280;320;0.1313
10/04/2022 12:15;475.3;3 597.70;240;320;0.1289
10/04/2022 12:30;178.2;4 023.30;280;160;0.1271
10/04/2022 12:45;97.7;3 348.70;240;160;0.1285
10/04/2022 13:00;98.5;1 792.10;200;480;0.1281
10/04/2022 13:15;1 114.80;659.8;160;720;0.1265
10/04/2022 13:30;1 613.50;575.4;200;160;0.1262
10/04/2022 13:45;1 589.60;1 153.40;400;160;0.1267
10/04/2022 14:00;1 258.90;439.1;360;320;0.1262
10/04/2022 14:15;1 271.40;1 183.60;400;560;0.1258
10/04/2022 14:30;1 327.20;1 674.30;400;160;0.1278
10/04/2022 14:45;1 275.40;2 797.20;280;320;0.1321
10/04/2022 15:00;1 416.30;3 472.40;280;360;0.1365
10/04/2022 15:15;298.6;1 514.30;240;200;0.1382
10/04/2022 15:30;137.7;1 628.00;280;160;0.1405
10/04/2022 15:45;164.7;1 611.50;280;280;0.1461
10/04/2022 16:00;199.2;1 584.30;240;360;0.1505
10/04/2022 16:15;90.1;816.6;280;200;0.153
10/04/2022 16:30;55.3;426.3;160;160;0.1527
10/04/2022 16:45;141.9;343.7;160;320;0.1505
10/04/2022 17:00;155.3;231.6;200;320;0.1498
10/04/2022 17:15;131.7;493.8;240;200;0.1462
10/04/2022 17:30;133.8;566.8;280;160;0.145
10/04/2022 17:45;138.6;545.4;240;320;0.1446
10/04/2022 18:00;188.2;548.6;280;320;0.1421
10/04/2022 18:15;93.1;389.2;200;160;0.1508
10/04/2022 18:30;45.5;751.8;160;200;0.1593
10/04/2022 18:45;40.6;1 237.90;200;520;0.1584
10/04/2022 19:00;110.8;1 111.10;240;200;0.1529
10/04/2022 19:15;39.1;1 500.70;240;360;0.149
10/04/2022 19:30;773.6;1 012.60;400;360;0.1458
10/04/2022 19:45;133.8;736.6;360;360;0.1453
10/04/2022 20:00;1 350.80;721.7;400;320;0.1366
10/04/2022 20:15;1 690.40;793.2;360;200;0.1295
10/04/2022 20:30;1 957.10;750.9;280;200;0.1248
10/04/2022 20:45;1 384.60;649;160;440;0.1181
10/04/2022 21:00;1 971.90;473.2;280;440;0.1056
10/04/2022 21:15;90.7;438.8;240;440;0.0987
10/04/2022 21:30;48.8;500.1;240;200;0.0941
10/04/2022 21:45;49.2;419.3;280;320;0.0874
10/04/2022 22:00;48.3;193.1;280;440;0.0871
10/04/2022 22:15;104.8;77.3;320;440;0.0803
10/04/2022 22:30;27.6;100.5;280;200;0.0787
10/04/2022 22:45;19.7;154.5;240;160;0.0749
10/04/2022 23:00;20;64.8;240;320;0.0712
10/04/2022 23:15;75.1;133.5;280;240;0.0711
10/04/2022 23:30;18.8;111.7;240;120;0.0708
10/04/2022 23:45;20.5;78;240;280;0.0709
11/04/2022 00:00;18.3;163;160;320;0.0694
11/04/2022 00:15;57.4;75.3;160;80;0.0691
11/04/2022 00:30;44.8;96;160;40;0.0684
11/04/2022 00:45;20.3;133;280;200;0.0673
11/04/2022 01:00;20.4;67.9;200;200;0.0658
11/04/2022 01:15;71.1;142.9;40;80;0.0652
11/04/2022 01:30;89;126.9;80;40;0.0634
11/04/2022 01:45;63.7;127.1;240;200;0.0625
11/04/2022 02:00;39.9;346.5;240;200;0.0626
11/04/2022 02:15;58.3;281.5;240;40;0.0624
11/04/2022 02:30;43.8;567.7;160;40;0.0632
11/04/2022 02:45;19.7;652.3;160;200;0.0639
11/04/2022 03:00;18.9;602.6;280;240;0.0651
11/04/2022 03:15;43.7;708.5;240;40;0.0656
11/04/2022 03:30;51.7;620.8;120;40;0.0689
11/04/2022 03:45;18.9;639;80;200;0.0713
11/04/2022 04:00;19.3;733.2;160;160;0.0785
11/04/2022 04:15;18.8;932.9;240;80;0.084
11/04/2022 04:30;86.7;971.5;240;80;0.0912
11/04/2022 04:45;89.5;691.2;280;200;0.0976
11/04/2022 05:00;95.2;613.7;200;120;0.1028
11/04/2022 05:15;89.2;470;120;40;0.1081
11/04/2022 05:30;476.1;629.8;80;160;0.114
11/04/2022 05:45;320.7;517.1;160;200;0.1159
11/04/2022 06:00;272.7;530.8;280;80;0.1212
11/04/2022 06:15;41.3;2 430.40;320;360;0.1223
11/04/2022 06:30;59;1 372.30;640;400;0.1218
11/04/2022 06:45;19.1;1 320.40;280;280;0.1196
11/04/2022 07:00;217;1 003.30;280;120;0.1196
11/04/2022 07:15;229.5;568;280;160;0.1203
11/04/2022 07:30;292.1;725.4;160;200;0.1191
11/04/2022 07:45;268;3 513.50;160;120;0.117
11/04/2022 08:00;277.5;886.8;200;40;0.1167
11/04/2022 08:15;1 402.70;1 901.80;240;160;0.1169
11/04/2022 08:30;1 462.70;406.1;280;200;0.1174
11/04/2022 08:45;1 485.10;221.9;280;80;0.1161
11/04/2022 09:00;921.4;192.7;280;40;0.1191
11/04/2022 09:15;263.1;433.8;280;240;0.1243
11/04/2022 09:30;258.9;1 280.60;160;120;0.1288
11/04/2022 09:45;26.6;1 544.40;120;40;0.127
11/04/2022 10:00;527;2 012.80;360;160;0.122
11/04/2022 10:15;19.5;1 343.90;400;200;0.1181
11/04/2022 10:30;87.7;1 332.50;240;80;0.1151
11/04/2022 10:45;563.5;1 206.90;240;40;0.1117
11/04/2022 11:00;563.2;1 309.00;360;200;0.1089
11/04/2022 11:15;1 449.70;1 353.70;280;160;0.1081
11/04/2022 11:30;3 011.80;3 639.20;160;40;0.1074
11/04/2022 11:45;2 357.20;3 650.40;240;120;0.1064
11/04/2022 12:00;1 878.60;1 185.20;240;200;0.1038
11/04/2022 12:15;1 306.50;544.3;280;80;0.1023
11/04/2022 12:30;873.4;358.8;360;40;0.1024
11/04/2022 12:45;139.4;117.6;360;320;0.1048
11/04/2022 13:00;125.7;110.4;240;200;0.1061
11/04/2022 13:15;161.1;542;240;160;0.1049
11/04/2022 13:30;203.6;769.8;0;240;0.1059
11/04/2022 13:45;317;729.6;160;200;0.108
11/04/2022 14:00;568.9;588.7;400;120;0.1107
11/04/2022 14:15;114;275.1;400;120;0.1122
11/04/2022 14:30;121.1;288.9;360;200;0.1175
11/04/2022 14:45;177.7;221;200;240;0.1237
11/04/2022 15:00;1 994.00;449.5;200;120;0.1305
11/04/2022 15:15;1 780.40;344.2;280;80;0.1356
11/04/2022 15:30;1 301.10;374.6;160;200;0.1398
11/04/2022 15:45;273.2;353.5;320;200;0.1452
11/04/2022 16:00;105.3;141.1;280;40;0.1504
11/04/2022 16:15;79.7;601.8;320;80;0.1533
11/04/2022 16:30;57.9;571.2;400;200;0.1534
11/04/2022 16:45;1 206.00;678.5;360;160;0.1515
11/04/2022 17:00;2 327.70;749.6;240;40;0.151
11/04/2022 17:15;889.5;636.8;160;680;0.1479
11/04/2022 17:30;182.3;739;40;280;0.1459
11/04/2022 17:45;689.9;1 136.20;160;200;0.1459
11/04/2022 18:00;370.9;1 302.40;280;160;0.1444
11/04/2022 18:15;895.8;1 597.20;360;280;0.1515
11/04/2022 18:30;376.9;400.1;280;320;0.1607
11/04/2022 18:45;379.1;1 320.60;320;160;0.1575
11/04/2022 19:00;138.9;1 124.40;360;280;0.1545
11/04/2022 19:15;140.4;1 168.60;320;1 560.00;0.1499
11/04/2022 19:30;165.1;1 193.70;200;640;0.1469
11/04/2022 19:45;83.9;522.3;240;320;0.1455
11/04/2022 20:00;154.6;613.5;320;440;0.1375
11/04/2022 20:15;1 540.90;567.6;400;440;0.1316
11/04/2022 20:30;1 987.30;468;360;200;0.1263
11/04/2022 20:45;1 565.00;412.2;280;440;0.1202
11/04/2022 21:00;1 554.00;360.9;80;520;0.1087
11/04/2022 21:15;49.2;462;160;320;0.1013
11/04/2022 21:30;104.5;389.7;240;200;0.0956
11/04/2022 21:45;48.8;481.1;280;200;0.0888
11/04/2022 22:00;49.6;416.4;200;360;0.0877
11/04/2022 22:15;19.9;433.6;160;280;0.0811
11/04/2022 22:30;74.7;437.8;280;160;0.0794
11/04/2022 22:45;19.9;413;240;240;0.0756
11/04/2022 23:00;19.1;389.6;80;480;0.0716
11/04/2022 23:15;19.3;159.2;40;200;0.0714
11/04/2022 23:30;75.1;137.3;200;160;0.0712
11/04/2022 23:45;19.4;87.9;240;280;0.0714
12/04/2022 00:00;18.9;110.4;280;320;0.07
12/04/2022 00:15;19.9;144.5;160;120;0.0692
12/04/2022 00:30;75.3;64.9;160;160;0.0686
12/04/2022 00:45;19.8;149;80;320;0.0674
12/04/2022 01:00;19.6;82.6;200;240;0.0661
12/04/2022 01:15;19.3;116;120;160;0.0653
12/04/2022 01:30;74.7;95.7;80;200;0.0637
12/04/2022 01:45;19.5;116.5;160;320;0.0625
12/04/2022 02:00;20.3;112.4;280;200;0.0627
12/04/2022 02:15;20.1;69.7;240;160;0.0624
12/04/2022 02:30;67.4;165;200;240;0.0633
12/04/2022 02:45;18.7;76.7;160;280;0.0641
12/04/2022 03:00;20;104.7;160;40;0.0651
12/04/2022 03:15;58.8;118;160;40;0.0656
12/04/2022 03:30;18.8;80.6;120;240;0.069
12/04/2022 03:45;74.6;139.4;280;160;0.0715
12/04/2022 04:00;110.1;63.1;240;40;0.0784
12/04/2022 04:15;163.1;141.8;160;120;0.0835
